id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3531603,Great Oslo apartment!,17779180,Therese,,Grünerløkka,59.92594,10.77224,Entire home/apt,800,2,14,2019-08-20,0.16,1,177,0,
3549816,Bente Elisabeth Holm,17869691,Bente Elisabeth,,Gamle Oslo,59.90847,10.79606,Private room,400,2,58,2019-08-31,0.86,1,273,0,
3580442,Newly renovated flat with garden and free parking,18035310,John Ingvar,,Nordstrand,59.85594,10.80587,Entire home/apt,707,21,30,2014-12-10,0.34,2,354,1,
3582554,Modern apt. (50 m2) 10 mins to city/30 mins walk,17971516,Anne,,Gamle Oslo,59.9084,10.79957,Entire home/apt,599,5,36,2019-08-05,0.42,1,8,1,
3631955,Luxurious waterfront apartment in Oslo,8332187,Sverre Magnus,,Frogner,59.90721,10.72007,Entire home/apt,21843,3,72,2019-06-24,0.84,1,358,0,
3706654,Quiet. Green. Central. Classic.,18904621,Wera,,St. Hanshaugen,59.92518,10.74695,Private room,406,2,112,2018-11-13,1.29,1,278,6,
3739246,Inkognito,19116079,Isabelle,,Frogner,59.91641,10.71965,Entire home/apt,1550,1,0,,,1,87,0,
3746024,Comfortable Private Room,2082161,Hein,,Nordstrand,59.89912,10.80748,Private room,1000,2,0,,,1,365,0,
3755268,Full apartment in central Oslo,2893337,Magni,,Gamle Oslo,59.91293,10.77562,Entire home/apt,700,2,15,2021-08-05,0.31,1,0,3,
3767703,Spacious & Unique Downtown Studio,14703948,Hans,,Sentrum,59.90909,10.7445,Entire home/apt,1200,3,49,2021-09-09,0.68,1,362,5,
3857300,"Spacious studio-apartment, central Oslo, 1-5ppl.",5069557,Magnus,,Sagene,59.93978,10.77284,Entire home/apt,1300,4,5,2015-03-03,0.06,1,365,2,
3859893,"Quiet, spacious and central",19915514,Bård Ove,,Nordre Aker,59.95232,10.73847,Entire home/apt,1200,3,7,2019-07-27,0.18,2,91,2,
3891924,AFFORDABLE LUXURY IN HEART OF OSLO,17547821,Erlend And Hilde,,Grünerløkka,59.92848,10.75289,Entire home/apt,535,1,201,2019-12-26,2.54,2,272,0,
3901615,MIDT I SMØRØYET,20203924,Tone,,Grünerløkka,59.93194,10.76604,Entire home/apt,485,7,22,2017-05-14,0.72,1,310,2,
3906755,Spacious and charming apartment with balcony,2333776,Åse Marie,,Grünerløkka,59.9271,10.76752,Entire home/apt,516,3,14,2019-08-04,0.18,1,0,0,
3911082,In the heart of Oslo.,20207561,Rita & Stein,,Frogner,59.91734,10.71913,Entire home/apt,2500,3,55,2019-05-02,0.71,1,25,0,
3930888,"Retro-inspired flat, in green, calm surroundings!",8339364,Anita,,Søndre Nordstrand,59.83558,10.80322,Entire home/apt,580,2,72,2018-09-04,0.87,1,315,6,
3948423,Central with balcony & roof terrace,20366081,Limita,,Grünerløkka,59.92788,10.76087,Entire home/apt,800,3,5,2016-08-29,0.07,1,0,0,
3956693,A classic light and bright studioflat in Old Town.,20502497,Alexander,,Gamle Oslo,59.91294,10.77724,Entire home/apt,900,28,19,2019-08-26,0.50,1,333,0,
3986900,Appartment in heart of Oslo,20665445,Rafael,,Grünerløkka,59.92204,10.76107,Private room,5000,1,1,2021-05-18,0.22,1,364,1,
3998076,Large and comfortable sofabed in modern apartment,20724581,Gunnar,,Nordre Aker,59.9466,10.73037,Shared room,320,1,33,2017-05-15,0.42,1,266,0,
3999065,Friendly room in downtown Oslo,5378214,Karsten,,Frogner,59.91187,10.72344,Private room,820,2,63,2017-07-05,0.75,1,272,0,
4028036,Beautiful Penthouse apartment w/ priv terrace,20438768,Thomas,,Frogner,59.92147,10.70994,Entire home/apt,3000,5,0,,,1,179,0,
4090219,Central and exclusive condo in upscale area,2603390,Heidi,,Frogner,59.90818,10.72135,Entire home/apt,1243,3,247,2021-06-28,3.43,1,315,17,
4111630,OSLOS NICEST AREA,21332799,John,,Frogner,59.9118,10.72378,Entire home/apt,8000,1,1,2018-04-28,0.02,1,365,0,
4196456,:home away from home-w/travelpass-no cleaning fee!,21770133,-,,Gamle Oslo,59.91015,10.76378,Private room,500,2,386,2020-03-10,4.93,1,40,12,
4212516,"Loft + private patio, Grünerløkka Oslo",21861682,Petter,,Grünerløkka,59.92043,10.76244,Entire home/apt,1250,2,21,2020-01-26,0.73,1,5,3,
4221326,Bright studio apartment,2012903,Anne,,Gamle Oslo,59.91508,10.79216,Entire home/apt,700,4,4,2015-07-20,0.05,1,152,0,
4269455,"Sagene, rolig gate, balkong og flott bakgård",22164596,Nina,,Sagene,59.93433,10.75515,Entire home/apt,1300,2,13,2019-07-13,0.23,1,21,2,
4295271,Location is our biggest plus!,22295725,Irina,,Sagene,59.93347,10.76825,Entire home/apt,761,3,274,2020-02-09,3.26,1,87,3,
4309170,"Accogliente,centrale,ben collegato.",22367540,Silvana,,Ullern,59.9256,10.67621,Entire home/apt,659,7,3,2016-08-02,0.04,1,358,0,
4322953,"Three floors ""Town House""",96481,Axel,,Gamle Oslo,59.91624,10.76519,Entire home/apt,900,2,46,2019-07-14,0.58,1,2,6,
4349766,Nice and central room,22579105,Kristine,,Gamle Oslo,59.91409,10.77435,Private room,343,1,64,2018-09-26,0.84,2,0,0,
4374891,Garden cottage in Central Oslo,14301253,Debbie,,St. Hanshaugen,59.92438,10.74879,Entire home/apt,1200,3,141,2019-09-23,1.75,1,145,4,
4381541,"Peaceful room for female traveller, great location",1882110,Marthe,,Frogner,59.92164,10.72955,Private room,430,1,318,2021-07-25,4.84,1,48,25,
4439801,Artful Appartment,5954110,Torstein,,Gamle Oslo,59.91253,10.76871,Entire home/apt,1400,4,0,,,1,0,0,
4506108,Hyggelig leilighet v Frognerparken,23367724,Sanna,,Ullern,59.92538,10.69229,Entire home/apt,849,2,19,2019-03-06,0.44,1,78,2,
4510518,A design-house w/heated swimmingpool May-September,23387468,Kristina,,Ullern,59.92246,10.67038,Entire home/apt,2286,5,7,2019-08-08,0.18,1,0,0,
4553507,Quiet room in apartement,23607059,Ole Peter,,St. Hanshaugen,59.91786,10.74093,Private room,428,2,95,2019-06-30,1.35,1,79,9,
4564752,Charming  room in Grunerløkka,23661480,Åshild,,Grünerløkka,59.92393,10.75532,Private room,724,1,157,2019-12-18,1.89,2,272,0,
4564769,Charming  appartment in Grunerløkka,23661480,Åshild,,Grünerløkka,59.92383,10.75713,Entire home/apt,1490,3,40,2019-07-01,0.53,2,247,7,
4576488,"Clean modern apt, balcony, central,familyfriendly",5384214,Siv,,Gamle Oslo,59.90535,10.78774,Entire home/apt,2469,2,40,2019-09-26,0.64,1,360,4,
4592934,Grüner Village Apartment in the heart of Oslo.,4214540,Svetlana,,Grünerløkka,59.92653,10.76172,Entire home/apt,1000,4,4,2018-12-13,0.12,1,87,0,
4605524,Super central in Oslo - good spot for young people,23863892,Håvard,,St. Hanshaugen,59.91731,10.75145,Private room,538,3,371,2020-01-05,4.59,1,62,8,
4668478,Superb location - trendy apartment!,24152273,John,,Sentrum,59.91008,10.74472,Private room,511,2,242,2021-08-08,2.99,3,122,10,
4670632,Cozy apartment in Ila/Sagene,23190468,Thea,,Sagene,59.92919,10.75447,Entire home/apt,417,4,99,2020-01-21,1.27,1,0,11,
4793123,Cozy and sentral loft apartment,24702325,Iselin,,Grünerløkka,59.92461,10.75721,Private room,814,1,29,2020-03-15,0.36,1,347,0,
4794898,Exclusive Frogner Park Villa - One Bedroom Unit,4922112,Eric Christian King,,Frogner,59.92514,10.70799,Entire home/apt,700,7,15,2016-09-06,0.23,4,303,0,
4870214,Modern and delicate - city center,25052678,Erlend,,Gamle Oslo,59.90703,10.76109,Entire home/apt,1050,30,26,2021-03-21,0.39,1,0,4,
4930691,GRAND & SPACIOUS FLAT IN GREAT AREA,25399934,Julian Nazario,,Sagene,59.93478,10.76934,Entire home/apt,700,2,89,2016-08-27,1.19,3,0,9,
4982705,"Lovely loft, Grunerløkka (Discount  August 2021)",25686140,Gunn,,Grünerløkka,59.92381,10.75783,Entire home/apt,789,30,13,2019-05-20,0.21,1,45,0,
4986624,"Beautiful home in the heart of Oslo, Grünerløkka.",24503534,Egil,,Grünerløkka,59.9236,10.77162,Entire home/apt,593,4,66,2021-08-30,1.90,1,66,9,
4997018,Great apartment in hip Grünerløkka,288701,Gjermund,,Grünerløkka,59.92409,10.76413,Entire home/apt,1300,2,1,2020-08-21,0.07,2,179,0,
5002820,Delicate apt close to Royal Palace,23012327,Erica,,Frogner,59.92243,10.71697,Entire home/apt,600,8,18,2016-04-09,0.22,1,0,0,
5028708,Charming Sagene near city/woods,15410825,Kristina,,Sagene,59.9391,10.75792,Entire home/apt,1000,5,25,2016-06-30,0.44,1,333,0,
5042144,GREAT VALUE APT IN HIP GRUNERLØKKA!,17547821,Erlend And Hilde,,Grünerløkka,59.91864,10.76359,Entire home/apt,675,1,262,2020-01-31,3.39,2,145,0,
5059612,A big room in the heart of Oslo!,8473666,Marianne,,St. Hanshaugen,59.92513,10.73455,Private room,700,2,63,2018-04-22,0.79,1,177,0,
5091014,Super central apartment in Frogner,25355021,Andreas,,Frogner,59.91774,10.71444,Entire home/apt,514,2,23,2019-09-01,0.57,1,0,0,
5118549,"Penthouse, Central in Oslo",26453346,Niklas,,St. Hanshaugen,59.91847,10.75144,Entire home/apt,1300,13,27,2018-12-09,0.39,1,87,1,
5158785,Nice apartment for rent,26613318,Kirsti Baird,,St. Hanshaugen,59.93187,10.7402,Entire home/apt,650,1,54,2019-12-08,1.43,1,234,6,
5163188,"Central, familyfriendly, balcony",26704811,Bislettbanden,,St. Hanshaugen,59.92699,10.73385,Entire home/apt,2379,3,17,2019-07-03,0.27,2,16,1,
5198364,"Central & spacious in Oslo, 70 sq.m 2 bedrooms",15304153,Christian,,Frogner,59.92085,10.72469,Entire home/apt,1121,3,158,2019-08-10,1.97,1,2,6,
5204770,"High standard, bath & balcony",4729453,Henrik,,Grünerløkka,59.92455,10.75503,Entire home/apt,835,3,109,2021-03-05,1.47,1,335,6,
5366696,Corner park view - Grünerløkka - whole apartment!,7107208,Hunter,,Grünerløkka,59.92799,10.76326,Entire home/apt,1085,3,21,2020-01-05,0.54,1,228,5,
5450230,Central & modern flat in the center of Oslo,16392367,Alexandra,,Grünerløkka,59.92579,10.77579,Entire home/apt,650,2,0,,,1,308,0,
5496116,very central cozy apartment in Oslo,5518783,K.E,,Grünerløkka,59.93119,10.77894,Private room,403,1,429,2019-10-17,5.45,1,324,21,
5497153,Cozy apt in trendy Grunerløkka!,24455330,Stein,,Grünerløkka,59.92583,10.76238,Entire home/apt,649,21,19,2016-09-03,0.25,1,280,0,
5518957,Central design penthouse/loft w/balcony & views!,4339807,Kristian,,Gamle Oslo,59.91382,10.76555,Private room,1028,1,241,2019-06-12,3.14,4,330,9,
5558812,Central and charming apartment,23529589,Iselin,,St. Hanshaugen,59.92692,10.73264,Entire home/apt,590,3,30,2017-04-01,0.38,1,267,1,
5574260,3 room apartm close to  Oslo centr,25808376,Eivind,,Bjerke,59.94814,10.8283,Entire home/apt,650,4,29,2015-06-05,0.40,1,0,0,
5603561,Bright and charming apartment with balcony,10199248,Sunniva,,Gamle Oslo,59.91543,10.77911,Entire home/apt,950,10,7,2021-09-10,0.15,1,39,2,
5674155,"Spacious aparment with garden in Nordstrand, Oslo",19013392,Elin,,Nordstrand,59.85072,10.79816,Entire home/apt,1100,6,18,2020-07-30,0.29,1,63,4,
5738424,"Central flat in many ways ("",)",29758451,Linn,,St. Hanshaugen,59.92459,10.74967,Entire home/apt,700,6,16,2015-09-14,0.22,1,272,0,
5753022,Stunning apt. with amazing terrace,27206570,Harald,,Bjerke,59.93835,10.79611,Entire home/apt,1250,7,3,2020-08-06,0.19,1,0,1,
5786521,In the heart of Grünerløkka.,15549975,Sasja,,Grünerløkka,59.92675,10.7622,Entire home/apt,1090,2,449,2020-10-27,5.77,2,3,13,
5813375,Unique Townhouse w/ panorama view & private garden,24097184,Ole Øivind,,Gamle Oslo,59.90208,10.77682,Entire home/apt,2000,2,7,2021-07-23,0.25,1,344,5,
5869342,Cozy and charming apartment in central Grünerløkka,30475461,Pia Amundsen,,Grünerløkka,59.92671,10.76086,Entire home/apt,750,1,13,2017-12-04,0.23,1,0,0,
5900034,Modern apartment in central Oslo,24936647,Bjørn,,Gamle Oslo,59.91327,10.78717,Entire home/apt,750,3,55,2018-10-10,0.72,1,39,6,
5925718,Pendlerutleie m/parkering,679142,Ole Henrik,,Sagene,59.93961,10.7533,Private room,375,200,0,,,1,365,0,
5935767,"Cosy apartment, quiet & central.",30648180,Torill Josefine,,Grünerløkka,59.93188,10.77514,Private room,800,5,2,2017-10-09,0.03,1,83,0,
5955957,Leilighet  i Oslo sentrum,30915859,Marianne,,Gamle Oslo,59.91294,10.76862,Entire home/apt,984,4,54,2019-07-07,0.69,1,279,6,
5965839,"Central, 2 balconies, amazing view!",3802957,Thor Bjarne,,Gamle Oslo,59.91272,10.7791,Entire home/apt,950,2,23,2019-07-23,0.33,1,179,1,
5966289,Room in upscale area of town.,5173490,Jorun,,Frogner,59.91945,10.70101,Private room,457,30,40,2017-08-10,0.55,3,279,0,
5977992,"Private room in large, modern & bright appt",31032843,Karen,,Frogner,59.93059,10.71872,Private room,550,1,7,2021-09-22,0.54,1,327,2,
5981573,Cosy apartment central Grünerløkka,31056092,Marte,,Grünerløkka,59.91954,10.76092,Entire home/apt,764,7,5,2015-09-14,0.07,1,0,0,
5995321,Spacious and modern loft apartment,10562987,Lena,,Frogner,59.92579,10.71421,Entire home/apt,1990,7,7,2015-08-09,0.09,1,346,0,
5999600,"Lovely 3-rooms apartment, central",9842668,Irina,,Gamle Oslo,59.90919,10.76669,Entire home/apt,1221,1,194,2021-07-12,2.50,1,265,12,
6008868,Sjarmerende leilighet midt på Sagene,7355018,Hilde Roervik,,Sagene,59.93749,10.75096,Entire home/apt,750,3,1,2020-06-28,0.07,1,120,0,
6043969,Great central spacious design apartment!,15888215,Eduard,,Gamle Oslo,59.90633,10.77597,Entire home/apt,757,2,248,2020-09-11,3.26,1,54,1,
6053688,Grunerløkka koselig privat rom  med egen inngang.,28305092,Sissel,,Sagene,59.92948,10.7596,Private room,426,30,38,2017-01-03,0.51,2,51,1,
6054265,"Perfect location,cosy room in Grunerløkka, Oslo.",28305092,Sissel,,Grünerløkka,59.92836,10.75912,Private room,501,30,69,2019-05-19,1.10,2,29,1,
6058331,Top Floor flat with fantastic view,10947250,Astrid,,Gamle Oslo,59.90353,10.77165,Private room,790,2,27,2018-07-02,0.43,1,86,3,
6064316,Castle Suite,5916460,Oskar,,Frogner,59.91737,10.71998,Entire home/apt,3643,4,25,2015-12-03,0.33,2,75,0,
6117216,Cozy central Townhouse with garden,14805422,Behnam,,Gamle Oslo,59.91859,10.79919,Entire home/apt,1500,3,2,2017-10-30,0.03,1,289,0,
6149018,Super central location in downtown Oslo,31897616,Steffen,,Gamle Oslo,59.91363,10.76236,Private room,450,7,74,2018-11-20,1.04,1,62,1,
6149192,Spacious room for rent with bath,14220641,Kristin,,Grünerløkka,59.92032,10.79024,Private room,500,1,43,2019-06-12,0.82,1,272,1,
6149644,Cozy & Modern in lower Grünerløkka!,8737662,Amanda,,Grünerløkka,59.91889,10.75596,Entire home/apt,250,3,9,2019-07-01,0.42,1,0,0,
6168335,Brand new basement appartment.,8091268,Adrian,,Vestre Aker,59.94433,10.67788,Private room,800,1,4,2017-09-10,0.14,1,180,0,
6191555,Hus,17582301,Julie,,Frogner,59.90374,10.68596,Entire home/apt,4500,1,0,,,1,365,0,
6237221,Soulfull appartment,6574683,Elisabeth,,Nordre Aker,59.96394,10.78913,Private room,249,30,9,2016-08-06,0.12,2,0,0,
6250740,Summer in Oslo by the Royal Castle,32418787,Gard,,Frogner,59.91342,10.72603,Entire home/apt,2500,7,13,2019-12-27,0.26,1,258,2,
6284528,Nice room in Oslo.,15060706,Carina,,Søndre Nordstrand,59.83914,10.79884,Private room,450,2,75,2019-07-16,1.33,2,303,1,
6291412,Cozy clean rooms next to ski jump,20207928,Maryam,,Vestre Aker,59.96064,10.66651,Private room,400,1,55,2017-06-14,0.72,1,0,0,
6307120,"St. Hanshaugen, sentralt!",32809847,Kjetil,,St. Hanshaugen,59.92736,10.74383,Entire home/apt,22786,365,0,,,1,365,0,
6308895,PerfectCentrl/Mon Bed for 2 pers,30008380,Martin,,Sagene,59.94276,10.75876,Private room,493,2,36,2018-06-06,0.47,1,315,1,
6402964,Oslo downtown getaway,2333040,Alfonso,,Grünerløkka,59.91903,10.76494,Entire home/apt,721,3,175,2021-06-28,2.33,2,30,7,
6440276,New central apartment,5116318,Martin,,Gamle Oslo,59.90662,10.77634,Entire home/apt,693,3,65,2019-09-06,0.86,1,121,3,
6489107,Fantastisk designleilighet,21180280,Oda & Amalie,,Sentrum,59.90984,10.74439,Entire home/apt,1090,2,244,2020-01-04,3.61,1,0,0,
6492479,"Central, modern penthouse apartment",33932901,Rasmus,,St. Hanshaugen,59.92314,10.73639,Entire home/apt,1600,5,21,2019-06-07,0.31,1,180,2,
6505060,"City, forest, fjord all at once",24798550,Carina,,Gamle Oslo,59.90085,10.76378,Entire home/apt,1899,4,84,2019-08-12,1.12,1,0,6,
6530745,Uranienborgveien.,34158224,Ole Bjørn,,Frogner,59.92054,10.72591,Entire home/apt,900,4,2,2016-06-08,0.03,1,0,0,
6565575,"Big&bright duplex by the woods, close to downtown.",4602911,Erik,,Østensjø,59.8956,10.84506,Entire home/apt,1500,5,7,2017-07-01,0.09,1,91,1,
6605223,Spacious home in the heart of Oslo,24041179,Ylva Eline,,St. Hanshaugen,59.93003,10.73886,Entire home/apt,2178,2,19,2019-07-30,0.30,1,0,0,
6619651,Family friendly 🌿 Free parking | Free EV charge 🌱,17004543,Anne Grete,,Gamle Oslo,59.90896,10.77607,Entire home/apt,3043,3,51,2018-10-07,0.69,1,185,16,
6635765,Cozy apartment at the heart of the town!,34732440,Heidi,,Grünerløkka,59.92783,10.7574,Entire home/apt,650,20,1,2021-07-31,0.48,1,0,1,
6637302,"Spacious central apartment, balconies, garage",33642761,Lilly,,Grünerløkka,59.92722,10.76877,Entire home/apt,720,2,74,2019-09-01,0.99,1,5,0,
6676382,CITY CENTER Appartment Skp 207  2 Bedrooms,20437055,Maurizio,,Sentrum,59.90869,10.74623,Entire home/apt,1285,2,76,2017-06-01,1.06,14,353,5,
6683376,Rosenborggata,14970044,Helene,,Frogner,59.92475,10.72333,Entire home/apt,600,2,5,2019-08-01,0.13,1,87,0,
6689920,"Adamstuen, Oslo",21606363,Peder,,St. Hanshaugen,59.93169,10.73461,Entire home/apt,2500,6,13,2019-07-23,0.17,1,112,1,
6698183,"Central, cozy room in apartment.",632962,Adelina,,Gamle Oslo,59.90553,10.77652,Private room,300,1,131,2019-11-17,2.49,1,0,1,
6703571,Private room in prime location at Aker Brygge,997289,Thor,,Frogner,59.9095,10.72549,Private room,986,1,10,2020-08-25,0.20,1,28,0,
6724427,"Totengata 2, Vålerenga, Oslo",35212209,Jørgen,,Gamle Oslo,59.91034,10.78728,Entire home/apt,700,7,3,2018-08-13,0.12,1,0,0,
6735443,"Central, good standard with balcony",34421809,Mona,,St. Hanshaugen,59.92702,10.73731,Entire home/apt,620,10,19,2017-08-12,0.28,1,47,0,
6737697,Spectacular views at Holmenkollen - Oslo,35283799,Richard,,Vestre Aker,59.95863,10.68368,Entire home/apt,1500,4,0,,,1,83,0,
6780359,Modern and peaceful by the river,25852850,Tove,,Sagene,59.93823,10.76653,Entire home/apt,950,2,33,2019-07-26,0.45,1,149,0,
6781806,Bright Cozy Apartment - Grünerløkka,33992704,Anna,,Grünerløkka,59.92827,10.76074,Entire home/apt,600,2,23,2017-09-02,0.48,1,0,0,
6816809,"Family friendly, central and quiet",1275888,Jakob,,Gamle Oslo,59.91151,10.78482,Entire home/apt,1390,5,3,2017-08-07,0.04,1,0,0,
6820902,"Large, light modern and central apartment",111401123,Saskia,,Grünerløkka,59.92582,10.76383,Entire home/apt,1200,3,31,2018-07-18,0.53,1,0,0,
6829607,Renovated 2019 : Modern studio in trendy Torshov,17962646,Natalja,,Sagene,59.93256,10.76188,Entire home/apt,570,21,50,2018-08-01,0.72,1,122,5,
6832629,High standard apt - Ideal location,33260081,Silje,,Frogner,59.91423,10.7229,Entire home/apt,1250,3,6,2016-05-29,0.09,1,82,1,
6839556,Peaceful bedroom in lovely space,11032236,Nora,,Sagene,59.93606,10.77013,Private room,436,6,19,2020-02-15,0.29,1,176,0,
6860079,"Modern, Bright Apartment",35948904,James,,Vestre Aker,59.94111,10.70525,Private room,500,1,16,2018-07-01,0.32,1,364,0,
6860362,"Central design penthouse: balcony, views & hammock",4339807,Kristian,,Gamle Oslo,59.91372,10.76573,Entire home/apt,2870,1,88,2021-07-28,1.36,4,232,6,
6867478,Perfect holiday home in charming Torshov,99191,Ragnhild,,Sagene,59.93432,10.76403,Entire home/apt,1200,6,6,2018-12-28,0.23,1,44,0,
6873509,Delightful apartment with balcony in Bygdøy Allè,36021129,Jenny Elisabeth,,Frogner,59.91788,10.70363,Entire home/apt,1300,7,15,2018-09-22,0.36,1,75,0,
6891419,Bed & Coffee. Quiet neighborhood,36112675,Ella,,Østensjø,59.89876,10.8453,Private room,590,3,5,2016-08-18,0.07,2,58,0,
6907733,Fresh apartment in Grünerløkka,20771242,Trond,,Grünerløkka,59.92493,10.75826,Entire home/apt,2100,5,5,2016-09-27,0.18,1,241,0,
6923849,Unique and cozy apartment,36287796,Anja,,Grünerløkka,59.9259,10.76777,Entire home/apt,1350,7,22,2018-08-03,0.43,1,54,0,
6929395,Large and cozy living room in Grunerløkka,7280131,Yvonne,,Grünerløkka,59.92212,10.75826,Private room,369,2,67,2019-12-09,1.03,1,300,8,
6930704,Two rooms  - blocked during corona,27805820,Elise,,Nordre Aker,59.95569,10.78121,Private room,355,3,47,2019-05-19,1.17,1,272,0,
6937432,Nordic design Frogner apartment,26944713,Kari Anne,,Frogner,59.92113,10.69393,Private room,482,1,33,2021-08-28,0.62,2,59,4,
6942816,Spacious Nordic design apartment,26944713,Kari Anne,,Frogner,59.91968,10.69227,Entire home/apt,1100,2,30,2019-09-20,0.49,2,319,2,
6946951,Charming flat close to Grünerløkka,36424346,Maren,,Sagene,59.9344,10.75234,Entire home/apt,950,6,19,2021-09-01,0.37,1,11,3,
6947594,Modern flat w/ Balcony. Central.,36425406,Caroline,,Gamle Oslo,59.90274,10.78825,Entire home/apt,3000,2,17,2016-05-17,0.22,1,363,0,
6955550,Very cozy apartment with balcony.,36467084,Erik,,Nordstrand,59.86609,10.82043,Entire home/apt,600,4,25,2016-06-25,0.49,1,2,5,
6991859,"Tveita, Oslo",8029615,Helene U.,,Alna,59.9166,10.84154,Private room,260,60,2,2019-08-31,0.05,1,65,0,
